Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","71967","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","74515","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","74656","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","718","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","1502","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","1735","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","878","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","5039","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","2998","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","3270","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","139","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","132","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","135","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","135","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","134","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","135","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","135","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","1150469","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","1879853","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","1830584","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","1466948","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","1023869","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","1416541","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","1180451","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","778781","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","904665","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","922125","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","972339","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","971695","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","1010853","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","1051679","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","3525","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","3627","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","3778","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","3951","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","3932","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","3950","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","14894","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","30356","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","29736","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","31493","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","32008","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","31465","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","31513","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","37640","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","72","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","52","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","72","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","65","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","63","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","67","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","65","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","7132254","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","6265360","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","8196819","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","8418114","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","8725166","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","8510571","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","5969426","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","291237","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","299926","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","260877","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","268122","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","318610","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","268016","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","255032","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","16620532","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","11425084","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","16708897","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","14748632","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","13973868","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","13261282","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","7572286","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","3507004","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","3530442","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","3709972","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","3770449","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","3363859","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","4222924","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","2393759","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","48202","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","51214","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","30769","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","36050","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","26545","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","37870","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","48593","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","110209","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","97840","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","82672","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","67599","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","77227","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","108644","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","97653","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","246149","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","193647","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","20378","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","15314","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","128967","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","210823","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","151424","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","14017","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","12930","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","6771","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","7749","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","17992","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","25588","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","23262","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","7595584","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","4998945","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","4200787","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","3456633","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","7620365","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","8650398","E","Estimated value"
"QV","Value of Agricultural Production","036","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","9834900","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","310405","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","318533","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","343733","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","360637","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","364071","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","316084","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","314753","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","76239","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","73509","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","85843","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","80750","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","93746","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","97920","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","108382","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","219528","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","208822","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","243928","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","252461","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","236400","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","261594","E","Estimated value"
"QV","Value of Agricultural Production","040","Austria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","266526","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","64745","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","68116","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","77905","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","86406","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","76718","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","74067","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","78848","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","13772","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","10362","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","9579","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","8131","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","8707","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","9272","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","12090","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","14","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","15","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","15","E","Estimated value"
